q-1135
เรือ sri phumrieng load dsl @ jetty#3
lp truck loading lp
63 มีทางผู้รับเหมามาขอเปิดใบอนุญาต ได้ตรวจสอบใบอนุญาตทำงานพบว่าเปนใบ ซึ่งทางหัวหน้างานเซนมาแล้ว แต่เปนวันที่ 26
l unit-433
p-3521a
e-6940-101a
200-e7cd
psa unit etp unit
e-1209a
j#3 v-5033
ft-22161
catwalk jetty1
unit sea water fire pump
at-834
drain 	2020-12-09 11:01:39.000	งานเติมสารเคมีเข้า tk-1910	null	safety focus การ top up สารเคมี จากการสังเกตพบว่าบริเวณจุดทำงานมี grating 1 แผ่นที่ไม่ลงร่อง เกยสูงขึ้นมา หากผู้ปฎิบัติงานมองไม่เหนจะทำให้เดินสะดุด grating ล้มได้ จึงทำการบอกผู้ทำงานว่า นอกจากอุปกรณ์ ppe ครบถ้วนแล้ว ยังต้องสำรวจพื้นรอบๆที่เราทำงานด้วย ว่ามีจุดไหนที่มีความเสี่ยงบ้าง ก่อนเริ่มทำงานทุกครั้ง….ทำการกด grating ให้ลงร่องเสมอ
quench area p-3201s modify line bottom to ows
บริเวณถนนทิศเหนืออาคาร fab shop
บริเวณพื้นที่เครื่องทดสอบ arm impact อาคาร rl  นวัตกรรม
2150-p2ab
hips process
811-pdt-521a
380-c-1
ek-2801a
ของอาคาร
ลานจอดรถ i-17
1458
ฺb-1701a
ccb btf
อาคาร cooling tower
t-0301 at ttt
ข้างอาคาร mcc
930-p2c
370-fv038
e1019 a
dart drop
u-5300
valve hydant 2hm 209
ccb.et
p-4130a
zone 3 area 3 unit 1200
power station
p1603a
s2603a
f-2503a pt-25301a
910-c1
b ]
2-str str-304 a
x-921
t5294	null	null	null_x000d_
x-2407
๊unit 2800 dhds
2925-ft416
๊ut.
p-2416
rv of soot blowers f1202
935-p24b
"8""pl-2440037"
a-2018
ด้านหลังอาคารccb
p-5 f-2501
o-fa811d vcm storage tank
01-pic-321
hood ถ่ายตัวอย่าง
yard-2
บริเวณ p-2601
52x-101
intermediate
900-me-004
2440-xa-511
unit reliquefaction
ทางเดิน
pump p-6949a
sludge box
2945-tk-66-a
200-c-3
block valve i-1 @ 36 road
2540-p17b
plant 1
b-81301
เส้นทางเดินคน
octane room
ถนนด้านหน้า cooling pump g-1500e
tank 945-tk18a tankfarm e  pttgc8
สนามฟุตบอลข้างโรงอาหาร gc6
105 room
p-714ab
pipe line e-1440
t5241
gate 1 gco
บริเวณtruck load
p-0714 a
150-e1
2900-p51f
rotoformer oldbelt
นั่งร้าน liquid dryers
e-2223
p-3107a
โบกี้รถไฟ rcl
p-1 p-1107 a-b
ถนนหน้าw
2200-p12b
office operator atf2
pipe rack - c
unit 2000
nmp regen
370-ft5
area incin1 u-2150
r-4301-p-1a
430-p10
ตกลงร่วมกันว่าให้สลับชื่อกับคนที่มีใบเซอร์ทำหน้าที่แทนเพื่อความถูกต้อง
p-1137a
v-6831
line drain 100pv54
packing บรรจุผลิตภัณฑ์
้heavy shop
433-psv 214
11p101 ppg
วิทยุสื่อสารส่วนบุคคล
vicat tester
t-2706 & t-2707
2500
2320pi19
u320
phenol recovery unit
ริเวณ ลานจอดรถ tankfarm gc8
ชั้น 3 ppg
area2 h-81101
tank farm ฤ
sub e pttgc8
ฺblock convert
truck parking
ิิbio plant
p-708b
100-ea1a
50uz100
l -6884
sub 3 u
oxi 1
ถนนหน้า work shop
v-3405
ชั้น1 ppg
tk-4157
ถนนทางเข้าการนิคมอุตสาหกรรมมาบตาพุด
432-e-18
section #100
บริเวณe-6940-101
ut-3614
6820-esv-485
บริเวณ comp 1200
จุดทิ้ง waste polymer
2150-ea2a
d-1204abc
phenol 2 ta2020
ฺpolymer testing room
fv-1302
e-2202 a
sphere tank
skid สารเคมีของ vendor
กล่องใส่เครื่องมือ
e-1015
200-fv132
down
rx-401
๊unit .433
หน้าห้องน้ำชั้น
r81301
2250-pdv-18
ประตูทางเข้า plant
globe valve line 3 bypass lv1202
p-850a
2600
t-3203s
หลังอาคาร work shop
uv-1373a
pipe racks in front of process slops tank
p-1303
ห้อง a09 หลังชั้นวาง retain
a-h-3701
cooling basin
ถนนทัพยาทางเข้าgc6
area5 c-2201
dust content
2320-ft-19
jetty1 l-6883
2200-sn11
auto titrate set d
new flare line ที่ ko drum v-6983-01 bd area
utility arae
๊unit 2930 : 2930-p48-b
wwt รางระบายนำ้ฝนข้าง uasb
area5 ammonia tank
new workshop office
h-1102 a.2
sub#5
2250-ti50
e-303
432-c5
bottom light naptha sample
pump cooling water
zm-488a-1
ut refuse
truck load rack 1
15rv005 v1501
บริเวณที่วาง spent ac
เปลว มีอัตราการสันดาปตามองค์ประกอบอ๊อกซิเจน
t-6949 b
บริเวณตู้น้ำหยอดเหรียญ
section 3400
500-ft-14
ไม่เกิดอันตรายต่อผู้ปฏิบัติงาน	completed	swo_behavior	26008178	นาย เจริญพงษ์ เกษใส	60	null	null	null	2021-09-12 15:45:25.020	2021-09-12 15:45:25.020	26008178	ทักษะของผู้ปฏิบัติงาน	p-1316 c  unit 1300	null	null	null_x000d_
p-1113a
tk-1703
11v-205
25rv023
t-5407
ที่บริเวณ
area  101
งานจด log sheet section 700
f-4600
bund valve oligomer
f-110 u coil crsovr#3 in
พื้นที่ด้านล่างอาคารoffice
own
ข้างป้อม รปภ. g1
common pipe rack aro1
2540-fv-21
รางระบายน้ำสู่คลองสาธารณะ i-17
pipe rack g9
t-5269
t-3606
nht. u1400
p1104a panel-1
ft-200
c-501
ติดตั้งนั่งร้านเพื่อซ่อมผ้าเพดาน
t-xxx
930-me17c
ha truck loading
50gb311
2930-tk-23
302
ป้อมของทีมรักษาความปลอดภัยก่อนเข้าโรงงาน
p-1102 a
truck loading ea plant
eps3 project
train c
2 1r 203 b
hips
11pv501
v1505bฺ
pp1-pp2
meter fo
2540-fv-18
2500-p1c
p-2601 a
ลานหญ้าข้างอาคาร ccb i-1
100-e-016
unit5500 etp
40p-131b
บริเวณ b-4901a
500 m1a
pipe rack meterring m-19028
rundown tank
รถขนตัวอย่างส่ง lab
sample preparation room
ups
433-v6
p10004s
isbl phenol-2
้hv-1106
ถังขยะทั่วไปในห้องน้ำ
ecc
gate 5
2930-p43a
๊utility
จุดวาง bomb t-lb-o1
psv-4003s
ek4121a3 panel-4
433-e3
compressor & cold box area
valve bypass steam trap
320-e6a
ห้องน้ำชั้น 2
all area in process
2500 ft-20
add  add p
ปฏิบัติตาม	completed	swo_behavior	26002420	นาย จนัส จันทร์สว่าง	60	a-p1-op	a-p1	aro	2021-05-27 19:27:45.903	2021-05-27 19:27:45.903	26002420	อุปกรณ์ป้องกันอันตรายส่วนบุคคล	380-ea3d	null	null	null_x000d_
๊space ฟrea
งานติดตั้งหลังคา ที่ load lowpolymer
pg21p-103a
g-1144-v-2b
p-1204r
๊u-2000 adip regenerator
l-4301 a
h-81102->h-81105
gn-3901f
panel 4 utility area
psv-1151
หน้าห้องgc 1
a-3201 qw
2150-fv4
79-fv-310
p2805
431-tk-1
๊ืunit200
สายสัญญาณหลุดออกจาก tray ไปพาดกับท่อ hp steam
2540-sn11
line mixer
z488a
p-2106a
น้ำขังตรงทางเชื่อมลานจอดรถ
compressor b-6940-01
ถังของ rbdpko
i-17 shelter # e
cooling fan cell d
area 4000
area 5  unit 2200
high vacuum pump gpps plant
entrance area jetty2
lv-2311 poly2
430-c1
bpa process
v-3821-m2
e6940-101a
shelter a
200-p-001a
อาคารpelletizer
pump p-1483 a
ecr
์new transformer substation no.7
p5510a
a-h-1109
พร้อมนำไปปฏิบัติตาม	completed	swo_behavior	26002399	นาย ต่อศักดิ์ คงคาวารี	60	u-p1-op	u-p1	uty	2020-11-28 21:08:03.063	2020-11-28 21:08:03.063	26002399	ทักษะของผู้ปฏิบัติงาน	 unit 3500	null	null	null_x000d_
2320-ea2 b
cooling#1
15-te-010a
14-pdi-016
t-6983-02a
อุปกรณ์ k-1201-v-42
cooling tower area
2900-p51-f
cooging tower
บริเวณด้านหน้าถนน llod north
โทรศัพท์สำนักงาน
pantry room.
ahu room
lv-1717
t200
p-9214a
panel1  : t5711
v2110
hot area t-3407
g-1112
p-2401a
200-pt53
945-p-008-a
940-pv-27
o-2440-pt-532b
a-5 v-1701
2945-v51
buffer tank farm-jetty
บริเวณ battery limit hexane
m-871
935uy42
พื้นที่เกบของ
ฺฺิิbottom
tk-9141
ut station all
ด้านหลังอาคาร w
area 1500
250-fv55
project mod bz
treatment train 11b
laboratory hydrocarbon room
2440-p13b
ข้างที่ดูดบุหรี่
54-pv-480
b 11
้h
area p-6983-03a
c1201
2200-c7  dcs  reformer
substation  ldpe
hydrant 2-hm22
l-lt-325a
sabatation2
b tankfarm e pttgc8
ที่จอด จักรยาน หลัง ccb
area 101
w of v2004
tk4101a
eg ares
p-6982
ตู้ ffcp
lt-2132b
เน้นยำเรื่องความปลอดภัยให้ ผรม ตระหนัก	completed	swo_behavior	26008151	นาย สุวัฒนานนท์ ยศอินทร์	60	o-mn2-cs	o-mn2	ole	2021-03-11 11:40:26.300	2021-03-11 11:40:26.300	26008151	อุปกรณ์ เครื่องมือ เครื่องจักร	ริมรั้ว gc3	null	null	null_x000d_
c-81201
mv-9101 corrosion
ห้องเกบน้ำมันหล่อลื่นเก่า
ใน line offive
hexene-1 area c-310
x-5628
2400u021
process p-1
wfh
sc-4301-04
dhds2800
จุดล้างรองเท้า
4 condenser
p-4601r
ถนนหน้าccb
package
nitrogen tank
sealing gantry
pipe rack r-1352
1 s
930-tk81a
ติดตั้งนั่งร้าน tk50c
swo-2021-030681	gc5- aromatics tank farm ril	install
ถังขยะ recycle ข้าง อาคารอำนวยการ
loadinf are xv-1970
z-5024
ถนนทางเข้า plant phenol
2100-e1b
2900-p51d
บริเวณเครื่องตัดเมด
rractor
ทางเข้าอาคาร heavy shop
แนว pipe rack หน้า กนอ.
sump tank u.500
17pcv134
office ชั้น 3
t-1107
380-ft-34a
v1308
บริเวณรางน้ำ tankfarm  ptt gc8
2930-me183b
2440 ft28
13-xv-856
charge gas filter s-1202
nitrogen deoxo vessel
p-344a
สำนักงานระยอง
em1903-01
2945mov504
tk-10b
p-9101b
บริเวณอาคาร workshop
office บน work shop ชั้น 2
ses81712
p-2112a
structure 2
v-400
บันไดจุดรอรถราง btf
ดวงอาจจะทำให้ผู้ปฏิบัติงานสัมผัสกับไอน้ำร้อนหรือถูกลวกได้ จึงสั่งให้หยุดงานแล้วได้ทำการพูดคุยกันเรื่องอุณหภูมิของน้ำอาจทำให้เกิดอันตรายต่อผิวหนังทั้งทางตรง
2200p7a
380-at225
f2101
loading arm jetty 1
380-ea2c
cooling p-3401 a
i-e1432a
v-0303
จุดจอดรถด้านหลังอาคารทดสอบ
บันไดลิง
my home
p-4102b
บริเวณถนนหน้า btf ริมรั้ว กนอ.
pressure
10t003
ไม่ได้ตรวจสภาพมาเกบ จึงได้คุย
p-1452a
pm-7701 b
อาคาร vent comp
p-3303
line drain bfw from 2150 h2 to 2440e5 leak
910-e2-a
100-uv102
52-mov-307
str purge oil
reactor r-1220
930-p38a
mov-9101
tk-4102
work shop phenol
ccr room
หน้าห้อง generator n-gd-6904
ahu ตรงที่รับ ตัวอย่าง
p-721*
หน้าอาคารwarehouse
2p-842-b
s-6244
๊u-940
pi-25-0501
ph meter
p-103a
upper deck jetty-1
room lab aromatics 2
2915-v2
เหตุข้างการณ์นอกพื้นที่
z-2406
wwt
raw material  tank
พื้ืนที่การผลิต eg plant
area-3 s-1201b
control permit gc8
c-4001 reactor
ru-3101
u.2380
spill wall pit
osbl ru-4303-tk-03
ปืนจุดไฟ
pp1 pp2
p-832a
2100-uv404b
panel 1 area pm1107b
เสา steel pile ใต้ platform jetty 1
p-hd1-op2
แนวถนน
ห้องอาหารอาคาร ccb
ยางรถยนต์
"shelter ""f"""
vibration
area#1
unit-540
k-1301a
2380-p7
q-1555
e-5303
e-1109
ฺbeu
รถบรรทุกวัตถุดิบพ่วง
pz catalyst ที่ drum d-0110a    pttgc  12
p-5241d
hot water chemical
gt3302
ถัง diesel gen
2200-h2 no12
u-5200
west jetty -1
c-463b
2500-e-4b
พื้นที่ก่อสร้างอาคาร
บนตึก
พื้นที่ w
945-pcv-369
contror room dispatch truck loading
shelther c tankfarm c pttgc8
drain powder.
๊u2500 crs unit
product tank area
a-b-4900
๊ืี์unit 3300 gas turbine area
metering c2 from ptt area 2
rotary joint melt pump
panel # 3 sru. unit
221
p-1483r
hv-q3028
tk-1331
btf re-liquefaction system
truck loading fqic-651
cdu p1002b
